date_key,time_of_day_key,track_key,artist_group_key
20221009,2800,a4dd4f5296ae82d8a964086cae82c9a6,2bfa81c65c7aa7ff33a6f6e4ca2ae4eb
20221009,2500,e77d95dbf264a8c89476661a37aec24c,2bbbfc164420bd2643f092158899ddef
20221009,2200,9f492a554bc93efde289652f73c86fe7,2bfa81c65c7aa7ff33a6f6e4ca2ae4eb
20221009,1900,9d6b951a2c1b59ea16771b479f344964,e07c5d50a780b73be97abfc044623912
20221009,1600,0298d85c082925930dc5751112fafd46,2bbbfc164420bd2643f092158899ddef
20221009,1400,ac7bfb81907c7eefd0401da5dec887ca,7c5ade542574ac355b1779c5ea918e64
20221009,1200,cdaddb0cdb569dc174c1e1e1304d1f70,af4350be32150434e0aace5c3620def4
20221006,233900,6a7725ae9128c9e43d4980067a2d26dd,2bfa81c65c7aa7ff33a6f6e4ca2ae4eb
20221006,233500,6a7725ae9128c9e43d4980067a2d26dd,2bfa81c65c7aa7ff33a6f6e4ca2ae4eb
20221006,233100,6a7725ae9128c9e43d4980067a2d26dd,2bfa81c65c7aa7ff33a6f6e4ca2ae4eb
20221006,232700,6a7725ae9128c9e43d4980067a2d26dd,2bfa81c65c7aa7ff33a6f6e4ca2ae4eb
20221006,232300,6a7725ae9128c9e43d4980067a2d26dd,2bfa81c65c7aa7ff33a6f6e4ca2ae4eb
20221006,231900,6a7725ae9128c9e43d4980067a2d26dd,2bfa81c65c7aa7ff33a6f6e4ca2ae4eb
20221006,231600,6a7725ae9128c9e43d4980067a2d26dd,2bfa81c65c7aa7ff33a6f6e4ca2ae4eb
20221006,171500,e1ba56ac608098539dc19442f9991af0,5aa19af88cffcb1c5b65f3c542f68ed9
20221006,171300,abae6ca085d8d0c7e716eb8d86152d4e,2bbbfc164420bd2643f092158899ddef
20221006,170900,e9440251db81aa86f9c4dd983cb07128,8169ad5419df96ed7c523e459a9e54f1
20221006,170600,9d6b951a2c1b59ea16771b479f344964,e07c5d50a780b73be97abfc044623912
20221006,165900,0298d85c082925930dc5751112fafd46,2bbbfc164420bd2643f092158899ddef
20221006,165500,2e787b9032f2c33bce508e4af521a561,aab2f6c6c2ef4679444dcbf14dd28742
20221006,165100,6a7725ae9128c9e43d4980067a2d26dd,2bfa81c65c7aa7ff33a6f6e4ca2ae4eb
20221006,85200,6a7725ae9128c9e43d4980067a2d26dd,2bfa81c65c7aa7ff33a6f6e4ca2ae4eb
20221006,84900,6a7725ae9128c9e43d4980067a2d26dd,2bfa81c65c7aa7ff33a6f6e4ca2ae4eb
20221006,84500,6a7725ae9128c9e43d4980067a2d26dd,2bfa81c65c7aa7ff33a6f6e4ca2ae4eb
20221006,84200,6a7725ae9128c9e43d4980067a2d26dd,2bfa81c65c7aa7ff33a6f6e4ca2ae4eb
20221006,82700,6a7725ae9128c9e43d4980067a2d26dd,2bfa81c65c7aa7ff33a6f6e4ca2ae4eb
20221006,82500,013d36be364a17745d594e35e2f75c9b,2d102562b6be0d5e31696a4754155a71
20221006,82200,2796762b8d9a1147ad3f116ec3ef4904,2ccfe252b25ba508eec7ffb7a3617fcb
20221006,81900,9a3aee35568e2024232e6452aa451c63,2bbbfc164420bd2643f092158899ddef
20221006,81400,bc23dcb45559a621c869d6eaf8248c4f,18bc963752cd1de09a71348766ffed12
20221006,81100,edd6f40c48ca4b238a29370eefa28c46,1253ee69fccc013b8ba8204ee8cf457f
20221006,80700,55ecd4f2ec2ebfe8d5b0163e4ac2a967,a0c6a105445ab41fc8117703ded1113c
20221006,80500,3f08be85830eb64ddd759fd7ec1383ab,150261d5e8bef1c0d1258bfc698ee4fa
20221006,80200,3f08be85830eb64ddd759fd7ec1383ab,150261d5e8bef1c0d1258bfc698ee4fa
20221006,80100,e1ba56ac608098539dc19442f9991af0,5aa19af88cffcb1c5b65f3c542f68ed9
20221006,75900,e77d95dbf264a8c89476661a37aec24c,2bbbfc164420bd2643f092158899ddef
20221006,75400,7d480bbbdc431e794d253d6aac5c2963,40e3a9ce634334d988f91e601fc0e6ad
20221006,75000,d1e6e8db0e109c26e8f045313fe24a7a,0090d3889ec127ab0bab0c815d24a5ea
20221006,74700,ac7bfb81907c7eefd0401da5dec887ca,7c5ade542574ac355b1779c5ea918e64
20221006,74400,4b90247550d1f8353e276740fa6fc05f,1253ee69fccc013b8ba8204ee8cf457f
20221006,74100,7587b1569c53386700eb4b2a07bbed99,bcf96a80956ee901a787d7c10c8380a1
20221006,73800,ed3a21aabd0c141b393080983715f179,2bbbfc164420bd2643f092158899ddef
20221006,73500,1f6eb3c6c3ab6b6e56575bcafdb3d4a5,37c2fcb0b2e2389cd056c2e7f92ca1fc
20221006,73100,8b280ed7f03de333e61cd1378b988dce,1253ee69fccc013b8ba8204ee8cf457f
20221006,72800,e9440251db81aa86f9c4dd983cb07128,8169ad5419df96ed7c523e459a9e54f1
20221006,72500,8ce665f98eefd063f49fa6eb1f6b1f78,16fbae61ac4d7d48e64af8c6578293bc
20221006,72100,bd2d3adb97954a30ebf27483e32ab551,f3626d4d9a2aa9d1d19786666943aa6a
20221006,71900,4e860ab912cce9008197f7407d3ecf5c,2bbbfc164420bd2643f092158899ddef
20221006,71400,586c7b018da81374c71a4bcdd7e7bc6d,ddbe13854f4de7daac81be3cd9776ade
20221006,70700,4092508606418ba34c73d8a30c677195,f3d49c662b77a09c6ec54c0192be5612
20221006,70600,99bb48284e439efb0e9a01afee1ac10e,c6646fe8375e1902325d0b1c9b2f099d
20221006,70300,9bd29580c4d3e721b81376b883e0446f,2bbbfc164420bd2643f092158899ddef
20221006,70000,0298d85c082925930dc5751112fafd46,2bbbfc164420bd2643f092158899ddef
20221005,222900,e3c69334783d2774d90b2fde8bd291c6,2cf42bf56096bc9b69700ff8c8673108
20221005,222700,99bb48284e439efb0e9a01afee1ac10e,c6646fe8375e1902325d0b1c9b2f099d
20221005,222500,763f961567ab4481851b0114b107d345,b05c91730fbba5650d41d2f18f357f31
20221005,222200,e9440251db81aa86f9c4dd983cb07128,8169ad5419df96ed7c523e459a9e54f1
20221004,233200,4092508606418ba34c73d8a30c677195,f3d49c662b77a09c6ec54c0192be5612
20221004,232800,55ecd4f2ec2ebfe8d5b0163e4ac2a967,a0c6a105445ab41fc8117703ded1113c
20221004,232500,8ce665f98eefd063f49fa6eb1f6b1f78,16fbae61ac4d7d48e64af8c6578293bc
20221004,181600,2e787b9032f2c33bce508e4af521a561,aab2f6c6c2ef4679444dcbf14dd28742
20221004,181400,ed3a21aabd0c141b393080983715f179,2bbbfc164420bd2643f092158899ddef
20221004,181100,763f961567ab4481851b0114b107d345,b05c91730fbba5650d41d2f18f357f31
20221004,180800,ac7bfb81907c7eefd0401da5dec887ca,7c5ade542574ac355b1779c5ea918e64
20221004,180500,5fb05a5f3051d06cd7013333c82797c5,5d37177f3fc58ad4cdaea3dbd249cdb0
20221004,180300,bc23dcb45559a621c869d6eaf8248c4f,18bc963752cd1de09a71348766ffed12
20221004,180000,6a7725ae9128c9e43d4980067a2d26dd,2bfa81c65c7aa7ff33a6f6e4ca2ae4eb
20221004,175700,e9440251db81aa86f9c4dd983cb07128,8169ad5419df96ed7c523e459a9e54f1
20221004,175400,1245d811c9ee61443fde92301bd70086,bf6e82d81678cf6e86fd02f760615856
20221004,175100,bd2d3adb97954a30ebf27483e32ab551,f3626d4d9a2aa9d1d19786666943aa6a
20221004,174700,7587b1569c53386700eb4b2a07bbed99,bcf96a80956ee901a787d7c10c8380a1
20221004,174300,cbafd0708bc5727f718459bd60cc1889,10f70b2c263d080b4386e9d9d8cd85e8
20221004,174000,e77d95dbf264a8c89476661a37aec24c,2bbbfc164420bd2643f092158899ddef
20221004,173700,8b280ed7f03de333e61cd1378b988dce,1253ee69fccc013b8ba8204ee8cf457f
20221004,173400,3f08be85830eb64ddd759fd7ec1383ab,150261d5e8bef1c0d1258bfc698ee4fa
20221004,173100,4e860ab912cce9008197f7407d3ecf5c,2bbbfc164420bd2643f092158899ddef
20221004,172900,9bd29580c4d3e721b81376b883e0446f,2bbbfc164420bd2643f092158899ddef
20221004,172600,020734a0698ebe1c239e402678b63b33,673dc41553f303219cb70356e3371ed3
20221004,172300,fcb67552070b82dcc6263d8479e08ed3,1d19f88a0aa69bb9b0c395b2dc1d6f9c
20221003,224400,1f6eb3c6c3ab6b6e56575bcafdb3d4a5,37c2fcb0b2e2389cd056c2e7f92ca1fc
20221003,224000,55ecd4f2ec2ebfe8d5b0163e4ac2a967,a0c6a105445ab41fc8117703ded1113c
20221003,223600,6a7725ae9128c9e43d4980067a2d26dd,2bfa81c65c7aa7ff33a6f6e4ca2ae4eb
20221003,223300,aab47c2383951e462fc5d6b0c46c6da8,a5802ced956204f461367c94fa38c1ec
20221003,222800,759eeb2ee744697f8c8073aace6b7fa6,9b38c8dbdc7b01384a39b9720ce5c076
